id,name,nick_name,wins,losses,draws
a851c35f58199231,Syuri Kondo,,6,3,0
baa9be02c3e3e038,Jose Daniel Medina,Chicho,11,7,0
c06a9b48d4132c8e,James Moontasri,Moon Walker,9,5,0
841695e02c99a521,Mansur Abdul-Malik,,9,0,1
91186547a7f3f758,Ricardo Almeida,Big Dog,13,5,0
a9bcf8717dd12532,Mats Nilsson,,11,4,1
feaf00f3373435d6,Chris Gruetzemacher,Gritz,15,5,0
40cb680ae1cd331f,Yazmin Jauregui,,11,2,0
902ec2cc48c8ae8a,Julian Erosa,Juicy J,31,13,0
ad5cb64af10fc946,Donte Johnson,Lock Jaw,8,0,0
a566371ba2ad7152,Josh Thomson,The Punk,22,9,0
7026eca45f65377b,Jared Gordon,Flash,21,8,0
78a68f1dade6aaf7,Fabio Cherant,Water Buffalo,7,4,0
cbe79765d44bd172,Alvin Robinson,,15,9,0
4959f10a62f3fec3,Cheyanne Vlismas,The Warrior Princess,7,3,0
af62f99eb7606308,Erik Perez,Goyito,17,6,0
83d0de122f2f9664,Michael Patt,,12,4,0
9d83f6da776ff7d6,Roman Kopylov,,14,5,0
c940b42df95bbd28,Feng Xiaocan,,10,4,0
7f6ed67d3ed3c036,Cody Durden,Custom Made,17,10,1
8a65fd9ba31fd3f7,Zhang Mingyang,Mountain Tiger,19,7,0
87a1dc546b1c5caf,Makwan Amirkhani,Mr. Finland,17,9,0
837d30395faca41e,Sheila Gaff,The German Tank,9,7,0
42ac4020cba261ad,Caolan Loughran,The Don,10,2,0
7ca4c3f8aa8bacae,Paulo Santos,,0,3,0
52ba464d9068d871,Elias Silverio,Xuxu,13,3,0
bba678d312590087,Andre Pederneiras,,1,1,2
4b93a88f3b1de35b,Michael Chandler,Iron,23,10,0
f341f9551ba744e2,Paul Jones,,11,1,1
7cf20446453f852b,Milton Vieira,Miltinho,13,8,2
9e50097a89442158,Mickey Gall,,7,7,0
ea0ad155451ed1f5,Ray Wizard,,0,1,0
1a225f04aa6e0739,Kelly Dullanty,Psycho,4,2,0
0978385b2bd9ef9b,Nick Aguirre,Slick,7,2,0
e56df3c1d8b4b1cc,Homer Moore,The Rock,26,9,2
e9213f53ddeca978,Dhiego Lima,,17,9,0
a0e6753c42698f13,Omar Morales,Venezuelan Fighter,11,4,0
5823ceab56741617,Jonathan Meunier,District,8,1,0
48d1f690b763934c,Chael Sonnen,,29,15,1
2924886ee9c4c527,Thiago Silva,,19,6,0
b12fb759e02378de,Gilbert Urbina,The RGV Bad Boy,7,5,0
d683f4870742b273,Shi Ming,,17,6,0
d549cefc7c54ab78,Reinier de Ridder,RdR,21,4,0
523fa774700d7d3f,Court McGee,The Crusher,23,14,0
fc31f896cde2bc2e,John Howard,Doomsday,24,13,0
39d309957c5c210d,Mario Pinto,,11,0,0
776d4262c4da38bf,Pete Rodriguez,Dead Game,5,2,0
fccf811c1e8b01c7,Andrew Sanchez,El Dirte,13,7,0
d7e40dca3ae125be,Diana Belbita,The Warrior Princess,15,10,0
baf942f4bcb09894,Moti Horenstein,,1,6,0
809bd1a871491508,Terrance McKinney,T. Wrecks,17,8,0
a421465acbe59c77,Denis Stojnic,,13,3,0
1d4bbaabd8b60173,Stanislav Nedkov,Stucky,12,2,0
02bb48869eb7ac8f,Rayanne dos Santos,,14,9,0
1a1a4d7a29041d77,Colin Robinson,Big C,10,12,0
a7b48e18ca27795d,Mark Kerr,The Smashing Machine,15,11,0
b788862dd1c11eac,Brendan Loughnane,,17,3,0
65cdf4ec31143d86,Vinicius Salvador,,14,7,0
56fcb2c4d99f9d1b,Mike Grundy,,12,4,0
0749d968e932df53,Tarec Saffiedine,Sponge,16,7,0
d0314416a7f26527,Michael McDonald,Mayday,17,4,0
036e96c1c12b8a59,Nick Fiore,,6,2,0
2961be02cfb0d2c1,Roman Mitichyan,,8,3,0
f9ab66e67240db7b,Joselyne Edwards,La Pantera,17,6,0
305d73ede05e31ad,Austin Lingo,Lights Out,9,3,0
eee0ef3e2b14816b,Kai Kamaka,The Fighting Hawaiian,8,4,1
a845f0735bc67405,Jake Matthews,The Celtic Kid,22,8,0
12ebd7d157e91701,Bruno Silva,Blindado,23,13,0
0bc7e61d204f2137,Fabiano Scherner,Pegaleve,11,10,0
0b31f87be71ebbb1,Ben Askren,Funky,19,2,0
009c4420727149ea,AJ Dobson,,7,3,0
e4d2564ea0e34e2b,Mehdi Baghdad,The Sultan,11,5,0
a4dc47001f202bcd,Rodrigo de Lima,Monstro,8,3,1
6a1901c62ab3870f,Jessica Andrade,Bate Estaca,26,15,0
775bad6d700d2302,David Roberts,,5,8,0
68d35296f566792b,Josiane Nunes,Josi,10,4,0
78f485f851891d68,Journey Newson,,10,5,0
0052de90691d4a93,Davi Ramos,Tasmanian Devil,10,4,0
45bc8f98d62bd096,Jordan Radev,,23,5,0
873626e5547b5235,Kyle Prepolec,Killshot,18,10,0
7138a15258dabf20,Bruna Brasil,,11,6,1
4e30e4250cb08b61,Loma Lookboonmee,,10,4,0
a3dda21be645be93,Jean-Paul Lebosnoyani,Mufasa,10,2,0
cd13728ae1151f46,Ion Cutelaba,The Hulk,19,11,1
850266b3dc4e506e,Daniel Marcos,Soncora,18,1,0
947eccadb72f4f6f,Jesse Forbes,Kid Hercules,15,5,0
41f90012b86a11bf,Raphael Pessoa,Bebezao,10,2,0
c96d9178c9ed9e62,Tim Elliott,,22,13,1
48e093ea1f43a053,Takeya Mizugaki,,21,11,2
84b3e7d38f2d2ec5,Neil Magny,The Haitian Sensation,31,15,0
aebfb84d1f6d2d8c,Allen Berube,Monstah Lobstah,4,3,0
2e45d08b3f2f02c8,Malcolm Wellmaker,The Machine,10,1,0
2c5a0b8317f8f27a,Roque Martinez,,15,8,2
7342fcc41a4817fa,Ansar Chalangov,,14,5,0
545092d13c67aa49,Alexia Thainara,Burguesinha,13,1,0
44f9c777fed7ca03,Frank Caracci,,2,3,0
6902fcf0610dd303,Jakub Wiklacz,,18,3,2
7b310409440c9102,Zhang Lipeng,The Warrior,23,9,1
6e92eb1242b46636,Steve Montgomery,The Creepy Weasel,9,5,0
54f64b5e283b0ce7,Ilia Topuria,El Matador,17,0,0
fb3e61720be4690c,Mike Davis,Beast Boy,12,3,0
0c9c0a43d3f3f49d,Marcelo Guimaraes,Magrao,9,2,1
3c8a5200436e19f3,Cameron Saaiman,MSP,9,3,0
24b033b3daf1c9df,Luiz Cane,Banha,17,7,0
0cd0456d6029cec2,Robert Valentin,Robzilla,11,6,0
bad28b7b34f334de,Tony Halme,,0,4,0
eb1723480fa2f96c,Caol Uno,Uno Shoten,33,19,5
1536a25e16fc299b,Anna Elmose,Panda,3,2,0
1a49e0670dfaca31,Jim Mullen,,0,2,0
d3fa5c5955397532,Grigory Popov,,13,3,0
e3779ef06e98f185,Keith Berish,Sha Bang Bang,5,1,0
3738e68d2261e60f,Andrei Arlovski,The Pitbull,34,24,0
24174a3f44ce8e03,Chan-Mi Jeon,,5,2,0
a8ea84cbe1655f0a,Jeff Curran,Big Frog,36,18,1
3d5b1ce6097dbb49,Augusto Mendes,Tanquinho,6,2,0
a6a9ab5a824e8f66,Joel Sutton,,2,4,1
95eb112a85601a0a,Jutaro Nakao,,25,19,4
8c1ca54b5089d199,Maheshate,,10,5,0
9ccf8371fd80d45d,Luan Chagas,Tarzan,15,3,1
3591d0d5d382a381,Francis Carmont,Limitless,25,12,0
231cae8b77fbbcc1,Khalid Murtazaliev,,14,2,0
6967153c7edb4d87,Ozzy Diaz,,10,3,0
9eb069062a0cfc13,Nolan Ticman,,4,3,0
13b2f59210dda9cc,Kevin Jackson,,4,2,0
3974fa35c917af1d,Ricardo Lamas,The Bully,20,8,0
4d44f37107f01b9b,Tom Lawlor,Filthy,10,6,0
3c921b1a30fdcbdd,Mike Ricci,The Martian,11,5,0
5f2f0da6fd6a84fd,Andrei Semenov,,34,9,2
68d4a891e5cf2029,Tracy Cortez,,12,3,0
325ad0dd9126d3df,Randy Costa,The Zohan,6,4,0
0b5b6876c2a4723f,Steve Steinbeiss,The Hooligan,9,4,0
91720876db0ee468,Jason Gilliam,,14,9,0
42a7e90605df3c8a,Damian Stasiak,Webster,10,6,0
57887765f831e228,Roldan Sangcha'an,The Executioner,4,2,0
e99821959a840bb8,Lara Procopio,,7,2,0
1af1170ed937cba7,Kayla Harrison,,19,1,0
c62fbc117d57b943,Tai Tuivasa,Bam Bam,15,9,0
17734443a833cdf7,Quillan Salkilld,,11,1,0
cd2e5a390821fb48,TJ Laramie,,12,5,0
25f9a5f3e8a52618,Jhonata Diniz,,9,2,0
f95381efb3051d81,Hugo Viana,Wolverine,8,4,0
7c0847d3854a95f2,Sean Salmon,,18,21,0
6803d4d6908354ac,Brad Morris,,10,6,0
3c26c420584d912d,Hailey Cowan,All Hail,7,4,0
ad32471f01e7b1a5,Jeremy Jackson,Scorpion,9,5,0
02f8fedc18cbd26c,Emily Ducote,Gordinha,13,9,0
53f84637dfffab7a,Eric Wisely,Little Lee,26,9,1
16af2d5a6f28bee2,Quinn Mulhern,,18,4,0
efa1f6b42c86793c,Adam Wieczorek,Siwy,10,2,0
08e908ed6d18d6a0,Myles Jury,Fury,17,4,0
f57dd0bfa8c17813,Mark De La Rosa,Bumblebee,11,5,0
57186c150c645200,Jeka Saragih,,14,5,0
210935fd21670f6d,Rich Attonito,The Raging Bull,10,5,0
fa37628269132d1a,Godofredo Pepey,,13,6,0
040a74bb0a465c54,Arnold Allen,Almighty,20,4,0
0941df56f6ac954b,Johny Hendricks,Bigg Rigg,18,8,0
7d3caf0f96f1b33d,Nick Thompson,The Goat,38,14,1
b4eeac608fc82f88,Yves Jabouin,Tiger,20,11,0
cb696ebfb6598724,Aljamain Sterling,Funk Master,25,5,0
866fd7b1a6c90e7f,Dusko Todorovic,Thunder,13,6,0
683ea28a198936fe,Jay Cucciniello,,8,1,0
27b388f0aab49780,Dione Barbosa,The Witch,8,4,0
fd55393021a8c255,Gunnar Nelson,Gunni,19,6,1
8cb78f3a6c2a08f7,Leah Letson,Nidas,5,3,0
d2b1c1317a39f6c6,Satoshi Honma,,4,6,3
ccba80d4820ef557,Gabe Ruediger,Godzilla,18,8,0
fc6e681bf6658faf,Ashlee Evans-Smith,Rebel Girl,6,6,0
6a311920edd73c85,Max Gimenis,,6,2,0
a0e75f4a13eb73f1,Megan Anderson,,11,5,0
91dac5e69e28d5b5,Pannie Kianzad,Banzai,17,9,0
19b7738321cfae42,Mallory Martin,,7,5,0
be0b310a12eb80b4,Enrique Barzola,El Fuerte,17,5,2
4ba8d454f762005d,Zak Cummings,,25,7,0
2816ced060a21be3,Nick Hein,Sergeant,14,5,0
9fa3bd637edd9aa2,Patrick Cote,The Predator,23,11,0
c7be22a47a58365a,Christina Marks,,8,9,0
225def29ecfe0fc1,Carlos Huachin,Perro Malo,10,5,1
7a5e8c94a86f9895,Chris Barnett,Beastboy,23,10,0
6ad8e4296f7522d9,Igor Severino,,8,1,0
75353550928a7921,Muhammad Mokaev,The Punisher,13,0,0
b08012bbe542592a,Tatiana Suarez,,12,1,0
49e96ff8ab781589,Tyson Pedro,,10,5,0
c4731f43693b96b8,Rodolfo Rubio Perez,Fito,10,16,1
85ff1b9471d35238,Dmitry Sosnovskiy,Wicked Machine,11,0,0
4665cbf36b08193b,Chris Avila,,5,4,0
37d752ec41ed84bb,Maria Oliveira,Spider-Girl,13,7,0
82b4e942781b1046,Raulian Paiva,,21,5,0
9f5609dba6584ab2,Regina Tarin,Kill Bill,8,0,0
f1d64ae34e088832,Charles Jourdain,Air,17,8,1
ee457ef1e1c326c1,Ben Earwood,,12,3,0
d25b93992f285953,TJ O'Brien,The Spider,20,8,0
1975c2272ba40e71,Nick Serra,The Mad Monkey,7,3,0
ad3041e61896b975,Jason Tan,,5,3,0
881bf86d4cba8578,Nassourdine Imavov,The Sniper,17,4,0
06a80a685ea98573,Irwin Rivera,The Beast,10,6,0
68dd7b3783c19f9c,Shane Carwin,The Engineer,12,2,0
0aa92558424ced9e,Randy Couture,The Natural,19,11,0
49b130de1da2e1bf,Sarah Alpar,Too Sweet,9,6,0
6224e8d0a34264eb,Edward Faaloloto,,2,5,0
ae58685caf8e4a0d,Bill Mahood,The Butcher,20,7,1
0ec821423baa26bd,Scott Fiedler,,0,1,0
15ec018d144710db,Nathan Coy,Soulforce,15,7,0
ca36633b80be4a78,Kaynan Kruschewsky,Bahia,15,3,0
320edfb0332b7073,Fredson Paixao,,10,5,0
267f4a6568abe245,Landon Quinones,The Lone Wolf,7,3,1
72db2a14ffa73ece,Mateusz Gamrot,Gamer,25,4,0
d1053e55f00e53fe,AJ Cunningham,The Savage,11,5,0
f3388d2cf7ab3f64,Rob MacDonald,Maximus,5,4,0
0d0351c20169a499,Jon Delos Reyes,The Heat,8,5,0
92b62174c175ce19,Clint Hester,Headbussa,11,6,0
029880cdbf5ca089,Sean Sherk,The Muscle Shark,36,4,1
af65aa688d13eedf,Joe Solecki,,13,6,0
abbc4fc02e0d84b3,Eric Martin,,0,1,0
acff437707625fc7,Yushin Okami,Thunder,34,12,0
8738eacd62e82a32,Matt Andersen,,14,8,1
4bd6b4800070b069,Chas Skelly,The Scrapper,19,3,0
563a1d42bb0e3cef,Tre'ston Vines,TVTime,10,4,0
d1c65d2cf2925ddd,Gregory Rodrigues,Robocop,19,6,0
fbbde91f7bc2d3c5,Gary Goodridge,Big Daddy,23,22,1
505934897b8b4824,Thaddeus Luster,,0,1,0
2f732dd9210d301f,Tito Ortiz,The People's Champ,19,12,1
f7467152fd9f18a2,Taila Santos,,19,3,0
777dea713da2441d,Valmir Lazaro,Bidu,15,5,0
d3b5ad3b15a64a18,Francesco Maturi,,0,1,0
3ba3b5cc94498437,Johnny Rees,The Hater Hurter,13,5,0
2fe9032955c2e013,Joseph Morales,Bopo,15,2,0
fa07345cc9db5cc9,Billy Ray Goff,,9,4,0
03f982ca3735070c,Walt Harris,The Big Ticket,13,10,0
18b602842a24f7c5,Mike Rodriguez,Slo Mike,11,7,0
68f6e96c5fa6e044,Jeremy Kennedy,JBC,11,1,0
002ca196477ce572,Gabriel Silva,,8,2,0
49efbdc6c9f650c4,Icho Larenas,,6,5,0
7498b3ac79a3b948,Taiyilake Nueraji,Super Saiyan,12,1,0
459e4dc69ec669b2,Jason Novelli,Flipside,11,3,1
ed7d329d7c29428d,Colby Thicknesse,Slickness,8,1,0
3fed746acfd026dd,Todd Butler,,1,4,0
122ac9b816d8b71c,Shana Dobson,Danger,4,5,0
fd406a32a6fb3a29,Chris Duncan,The Problem,15,2,0
8eb046f83e82bf26,Martin Buday,Badys,16,2,0
bd532e9a2b93870c,Melissa Mullins,No Mess,7,2,0
c21a036b4e012f1c,John Makdessi,The Bull,18,9,0
de3ed2e152520c8d,Cal Worsham,,13,10,0
b69f24c500d783e7,Francimar Barroso,Bodao,19,7,0
6e8349a0a0476d60,Imanol Rodriguez,Himan,7,0,0
9ccdd2ce45903f34,Mark Weir,The Wizard,21,18,1
e5ca2bc2451a5956,Tina Lahdemaki,Jelly Bean,5,1,0
3f7dab21b6c971bc,Dequan Townsend,The Tarantula,21,12,0
5af480a3b2e1726b,David Hood,,1,3,0
369ea36e450ae62a,Armen Petrosyan,Superman,9,5,0
595db60957de51d3,Michel Pereira,Demolidor,32,14,0
a6f3d15cb84334bb,Dean Barry,The Sniper,4,2,0
7c3c48cf54a2848e,Yuta Sasaki,Ulka,21,6,2
31ceaf0e670c1578,Gil Castillo,,8,5,0
5755960ebd0b16f6,Ivan Menjivar,The Pride of El Salvador,25,12,0
1dd1a3aacde66f72,Sulangrangbo,,10,4,0
4bf6b225ff6099c4,Domingo Pilarte,Son of Fire,8,3,0
f7be1db194e03d7e,Pedro Falcao,Pedrinho,16,5,0
e5c9de15bb58b1c6,Evan Dunham,,18,9,1
411539901068522f,Jodie Esquibel,,6,6,0
6d38e41efa47a72d,Jordan Vucenic,The Epidemic,13,4,0
934de214814b8ff4,Jesse Bongfeldt,Water,16,5,1
253076a23d03dcd0,Allan Nascimento,Puro Osso,22,6,0
bc711b6dd95c1af6,Mario Bautista,,17,3,0
88cd34d836b4ebcd,Teruto Ishihara,Yashabo,10,7,2
31a13532e724ca2b,Stevie Ray,Braveheart,23,9,0
009341ed974bad72,Jiri Prochazka,,32,5,1
34e516ab361afb1c,Darrick Minner,,26,14,0
575360be653ad6a6,Hernani Perpetuo,,18,5,0
7772b283d288dbe2,Guram Kutateladze,Georgian Viking,13,5,0
80daefbed11ce998,Alejandro Perez,Turbo,23,9,1
c4d039123e62f6a9,Dennis Buzukja,The Great,12,5,0
ef44e4ea9050f2ea,Te Edwards,,6,3,0
e463ce0a2ca474f4,Ryan Gandra,Problema,9,1,0
f046d724d2a84ac5,Desmond Green,The Predator,23,8,0
2c64c035485906aa,Nah-Shon Burrell,The Rock n Rolla,15,7,0
ff4c3ab594c7fac3,Cristiano Marcello,,13,6,0
b57edace7b647f07,Matt Hobar,The Crowbar,9,3,0
59a27d2e6d0802ac,Max Rohskopf,Rated R,5,1,0
6b453bc35a823c3f,Jack Della Maddalena,,18,3,0
eaa9402e5a7990ad,Braxton Smith,The Beautiful Monster,5,2,0
10f3ba6cd2f44a97,Dominick Cruz,The Dominator,24,4,0
be9bdec19b7e9ffe,Austen Lane,,13,7,0
aac5ac38148f0528,Paul Kelly,,14,5,0
b5b684eac99ae0a3,Chad Mendes,Money,18,5,0
d1a1314976c50bef,Josh Neer,The Dentist,36,16,1
329e403448756217,Nathaniel Wood,The Prospect,22,6,0
9cd047a828dd7515,KB Bhullar,The Bengal,8,2,0
b959e8c7fd8390d2,Kyle Kingsbury,Kingsbu,11,6,0
85497ffd934ecf7e,Jacobe Smith,Cobe,12,0,0
b4880ef2f838d4e1,Silvana Gomez Juarez,La Malvada,11,5,0
b034747dc1d15491,Kazuhiro Nakamura,Kaz,21,13,0
abbc737317f66b81,Corey Hill,,6,9,0
b6850671a008bf9a,Felice Herrig,Lil Bulldog,14,10,0
def8166ff24bd237,Brian Ortega,T-City,16,5,0
ef5dcb10d2bd4b0f,Bogdan Guskov,Hitman,18,3,1
aae0897825336b1a,Renzo Gracie,,13,7,1
84ac950d4c1722dd,Duane Ludwig,Bang,21,14,0
87e2468b986ebb79,Cameron VanCamp,Jumpman,15,7,1
dedc3bb440d09554,Anthony Macias,Mad Dog,26,18,0
c3bd649a9194e50c,Jeremy Larsen,,8,5,0
ac5a7400da3a9a41,Elias Garcia,,6,2,0
ee779c43a8926d52,Rashad Evans,Suga,19,8,1
e17ac6410c8377f4,Bartosz Fabinski,The Butcher,15,5,0
8abac218746e04ca,Takashi Sato,Ten,16,7,0
cc7040fe76f0ef91,Devin Clark,Brown Bear,14,9,0
00e11b5c8b7bfeeb,Luke Rockhold,,16,6,0
aae99701b21554e4,Ryan Jensen,,21,8,0
8765559b6a29a421,Gaetano Pirrello,El Tigre,15,7,1
b1b0729d27936f2f,Belal Muhammad,Remember the Name,24,5,0
4834ff149dc9542a,Norifumi Yamamoto,Kid,18,6,0
ffe9703408fb5964,David Onama,,14,3,0
3e03cec9767d37e6,He-Man Gipson,,1,2,0
22edaf53ad59a967,Daniel Roberts,Ninja,15,7,0
8abf70f79e9e27c2,Tor Troeng,The Hammer,16,7,1
192520689012c7e4,Suman Mokhtarian,,8,5,0
b9e871af730f826c,Ronald Jhun,The Machine Gun,24,26,2
c945adc22c2bfe8f,Brad Pickett,One Punch,25,14,0
1091d4d957141094,Nikita Krylov,The Miner,31,11,0
fcffee71cff5530e,Forrest Griffin,,19,7,0
8667caa0451d245b,Kennedy Nzechukwu,Chosen,14,6,1
e0ec3c3b6b611f7e,Hermes Franca,,24,17,0
d156513a19acf856,Sam Alvey,Smile'N,33,18,1
767755fd74662dbf,Khamzat Chimaev,Borz,15,0,0
1dafccb62a0f98ec,Robert Whiteford,The Hammer,14,4,0
2526be54e6a0e62a,Denys Bondar,Psycho,14,5,0
6a0b80a24f22e152,Ryan Parker,,0,1,0
78114b7199cef90c,Urijah Faber,The California Kid,35,11,0
f139d6836efd43dd,Yaroslav Amosov,,29,1,0
082eba4cd80f736f,Jarno Errens,,14,6,1
dc9572dd6ec74859,Colby Covington,Chaos,17,5,0
d7c3816669784109,Karolina Kowalkiewicz,,16,10,0
ee18ff42063174df,Ottman Azaitar,Bulldozer,13,3,0
787bb1f087ccff8a,Ciryl Gane,Bon Gamin,13,2,0
6809c31286b08d97,Tom Watson,Kong,17,9,0
2e7878927067fdca,Manuel Torres,El Loco,17,3,0
3f56b99447f00607,Paul Redmond,Redser,12,7,0
3cf18e01cb6cbde3,Sumudaerji,The Tibetan Eagle,19,7,0
dc3b9cf7641b7ab6,Drako Rodriguez,,7,3,0
de594b35c45c2e9a,Eduarda Moura,Ronda,12,2,0
b8592b4a383696cd,Mitch Gagnon,,12,5,0
e1147d3d2dabe1ce,Robert Whittaker,The Reaper,27,9,0
776a58a67665a171,Nad Narimani,Smiler,12,4,0
d4a31850a7457f1b,Amanda Cooper,ABC,3,5,0
51a0c09cbe9b8472,Liz Carmouche,Girlrilla,13,7,0
d3711d3784b76255,Zane Frazier,Nasty,4,11,0
73c7cfa551289285,BJ Penn,The Prodigy,16,14,2
b0a6124751a56bc4,Jonathan Brookins,,16,10,0
d967f0128c323de6,Daniel Cormier,DC,22,3,0
b12a1d19ee383b7c,Tonya Evinger,Triple Threat,19,8,0
bad8be5827ea1bf1,Chris Heatherly,Stump,9,4,0
6085ceb59087514b,Steve Lopez,,13,6,1
2153a7f8396a46cc,Luiz Dutra,Besouro,13,6,1
11f8860028b68fcf,Aaron Rosa,,18,6,0
052ceb8976695342,Chase Gormley,,14,6,0
ffd3224638c01b57,Jean Matsumoto,,17,2,0
7f9f528cb72a6ed1,Travis Wiuff,The Diesel,75,21,0
275aca31f61ba28c,Islam Makhachev,,28,1,0
7339d340aa2889cb,Kyle Noke,,22,10,1
6a92caba39b64752,Terry Martin,,23,11,0
2937cb502dda0808,Anistavio Medeiros,Gasparzinho,19,10,0
60ba33c3f555a7a3,Josh Grispi,The Fluke,14,5,0
2b93ebd9f5417ad2,Michael Bisping,The Count,30,9,0
3a8176e15b9887c1,Chris Weidman,The All-American,16,8,0
2be6596a9db33bf5,Jason MacDonald,The Athlete,25,16,0
be9d259be012e8a4,Scott Morris,,2,1,0
34218661c44ed55d,Michel Batista,,4,1,0
852454c572675334,James Wilks,Lightning,7,4,0
5dd180c8b3196786,Gloria de Paula,Glorinha,6,5,0
9a967e8e43dcef63,Joao Pierini,,4,1,0
27541033b97c076d,Kevin Ferguson,Kimbo Slice,5,2,0
546015aa2ad945fd,Rory Singer,Outburst,11,9,0
85980f5da429c0a6,Shane del Rosario,,11,2,0
3f4c3bc822bea45d,Melissa Martinez,Super Mely,8,2,0
c0badf3243907e59,Alexandr Romanov,King Kong,18,3,0
01c9e4013afce141,Michael Aswell Jr.,The Texas Kid,11,3,0
07047eb7d17fb0a2,Daria Zhelezniakova,Iron Lady,10,2,0
a149d6bc670cdb60,Dustin Hazelett,McLovin,12,7,0
d34636a85f0f4c90,Motonobu Tezuka,,28,12,7
64facb6cc564262d,Punahele Soriano,Puna,13,4,0
04f9fe830cf13482,Gerald Strebendt,The Finishing Machine,9,7,0
791c8437b341fba5,Joanderson Brito,Tubarao,18,5,1
cac08b8685387ca5,James McSweeney,The Hammer,15,15,0
cc300e9aa3063431,Andre Gusmao,,6,3,0
436f970c9ea9169c,Gabriel Benitez,Moggly,23,13,0
54ed8dc6f8c31207,Gilbert Smith,,12,6,0
5bf31a46becc1204,Michael Trizano,The Lone Wolf,11,3,0
5731cc327790b731,Matt Veach,,17,5,0
1e38bba6738b7b10,Alfonso Alcarez,,1,3,1
b19fc66613dc75b9,Chris Brennan,The Westside Strangler,21,13,1
2a7afe14b3a0a058,Asbel Cancio,,0,1,0
8c39367b53eadf8a,Jesse Strader,Sui Generis,5,3,0
2284092f8b63273b,Luke Zachrich,,14,4,0
fc9a9559a05f2704,Eddie Wineland,,24,16,1
2a542ee8a8b83559,Tim Sylvia,The Maine-iac,31,10,0
2f43a3e82661fa99,Rei Tsuruya,,10,1,0
dcdd511ff757f15c,Oli Thompson,,17,10,0
e87a13e02c01331d,Ali AlQaisi,The Royal Fighter,8,5,0
2b68d9f125d07b42,Jared Vanderaa,,12,10,0
fc60ecf0671b9489,Chris Holdsworth,,6,0,0
179f1948dc234f1f,Mark Munoz,The Filipino Wrecking Machine,14,6,0
668222c99c5c311d,Matt Lucas,Luke Duke,15,3,0
5c84f673b7bb7c15,Cameron Smotherman,The Baby-Faced Killa,12,6,0
4a57ebb14315b251,Randa Markos,Quiet Storm,11,12,1
04d5718ed2661e8c,Jorge Gurgel,,14,10,0
8a9c6c4301f6d088,Danny Martinez,The Gremlin,21,8,0
3dc3022232b79c7a,Brian Foster,The Foster Boy,27,10,0
9ca265dfe8323db3,Tim McKenzie,,14,9,0
32c3ee378671a5d9,Austin Vanderford,The Gentleman,13,3,0
7195e2a932686f82,Nick Roehrick,,7,1,0
814ff3018127e8fc,Ricky Glenn,The Gladiator,22,9,2
37098a6e6c27fb66,Vince Morales,Vandetta,16,10,0
d897897060f10a3a,Rich Franklin,Ace,29,7,0
6c7e25571490aa3b,George Sullivan,The Silencer,17,7,0
b4bc2e3353a770b5,Ian Freeman,The Machine,20,7,1
cd2c4d30c6e13b47,Marina Rodriguez,,17,6,2
cd7bafbeee1f29a0,War Machine,,14,5,0
ec0dcceace7d25a3,Liang Na,The Dragon Girl,19,8,0
9014c02eff8b3d62,Carlos Ulberg,Black Jag,14,1,0
950d0ef5c17157c5,Maxim Grishin,Maximus,32,10,2
e9ac7bfb65c25497,John Phillips,The Welsh Wrecking Machine,22,11,0
3f7c14c7eca7195d,Roy Nelson,Big Country,22,14,0
3bc3f60b21cddc6a,Azamat Bekoev,Iron,20,4,0
39cc64bf0a269db9,Niklas Backstrom,,11,3,0
6291ac0a3726732f,Pete Williams,El Duro,12,6,0
887961364be5ceb3,King Green,,34,17,1
b45d6b73f4ca4467,Andre Winner,,21,11,2
970beed85bc46b63,Delson Heleno,Pe De Chumbo,29,10,0
ab8900ae1f1dfd4c,Yoshiyuki Yoshida,Zenko,18,9,0
af9efbfd63d39734,Chelsea Chandler,,6,4,0
6eaec40f724852f4,Jessin Ayari,,16,6,0
be68b375707dcb85,Spike Carlyle,Alpha Ginger,9,3,0
baa5358456803df8,Alex Hunter,,2,0,0
97a8f39186f489db,Jeff Hougland,Hellbound,10,6,0
75a6a390fd5dca46,Juliana Lima,Ju Thai,9,5,0
3bad7ef643840f67,Joe Lauzon,,28,16,0
3eeec2f53cebdf12,Jackson McVey,The Moose,6,2,0
55a7b2d4e54ffac9,Ryo Chonan,Piranah,22,13,0
1ffc38f67785797b,Lowell Anderson,,0,1,0
c5ccd878231c5407,Ramon Taveras,The Savage,10,4,0
21b1132949f2a9b0,Steve Berger,The Red Nosed Pitbull,21,23,2
c4b81cdecd5d6abe,Gerald Harris,,23,5,0
a78a87d8c2bbb1cb,Julija Stoliarenko,,11,10,2
09f579be4520394a,Diego Rivas,Pitbull,10,2,0
1c86754617d9813a,Roan Carneiro,Jucao,21,11,0
a2ea77e974c5889f,Carlos Felipe,Boi,11,2,0
4f74c8be51db8a37,Daiju Takase,,12,15,2
31ef8b67e13495b3,Tecia Pennington,Tiny Tornado,15,8,0
32a3025d5db456ae,Jon Hess,,1,1,0
7691a80e6ca3e55b,Jon Madsen,,8,2,0
79cb2a690b9ba5e8,Zarrukh Adashev,The Lion,4,4,0
cc84b68f862b466f,Eddie Yagin,The Filipino Phenom,16,7,1
7ab478c397cd68ef,Aliaskhab Khizriev,Black Wolf,14,0,0
e8fb8e53bc2e29d6,Marcus Bossett,The Grasshopper,1,3,0
