event_name,event_id,fight_id,r_name,r_id,b_name,b_id,division,title_fight,method,finish_round,match_time_sec,total_rounds,referee,r_kd,r_sig_str_landed,r_sig_str_atmpted,r_sig_str_acc,r_total_str_landed,r_total_str_atmpted,r_total_str_acc,r_td_landed,r_td_atmpted,r_td_acc,r_sub_att,r_ctrl,r_head_landed,r_head_atmpted,r_head_acc,r_body_landed,r_body_atmpted,r_body_acc,r_leg_landed,r_leg_atmpted,r_leg_acc,r_dist_landed,r_dist_atmpted,r_dist_acc,r_clinch_landed,r_clinch_atmpted,r_clinch_acc,r_ground_landed,r_ground_atmpted,r_ground_acc,r_landed_head_per,r_landed_body_per,r_landed_leg_per,r_landed_dist_per,r_landed_clinch_per,r_landed_ground_per,b_kd,b_sig_str_landed,b_sig_str_atmpted,b_sig_str_acc,b_total_str_landed,b_total_str_atmpted,b_total_str_acc,b_td_landed,b_td_atmpted,b_td_acc,b_sub_att,b_ctrl,b_head_landed,b_head_atmpted,b_head_acc,b_body_landed,b_body_atmpted,b_body_acc,b_leg_landed,b_leg_atmpted,b_leg_acc,b_dist_landed,b_dist_atmpted,b_dist_acc,b_clinch_landed,b_clinch_atmpted,b_clinch_acc,b_ground_landed,b_ground_atmpted,b_ground_acc,b_landed_head_per,b_landed_body_per,b_landed_leg_per,b_landed_dist_per,b_landed_clinch_per,b_landed_ground_per,date,location,winner,winner_id,event_status,r_nick_name,r_height,r_weight,r_reach,r_stance,r_dob,r_wins,r_losses,r_draws,b_nick_name,b_height,b_weight,b_reach,b_stance,b_dob,b_wins,b_losses,b_draws
UFC 183: Silva vs Diaz,43563a32c3f10e95,0a2f344e419bd4fd,Jordan Mein,2aa49b3766a59bcd,Thiago Alves,31ee470ef5dc8d7f,welterweight,0,KO/TKO,2.0,39.0,3.0,Herb Dean,0.0,37.0,96.0,38.0,37.0,96.0,39.0,0.0,0.0,,0.0,0.0,30.0,88.0,34.0,4.0,5.0,80.0,3.0,3.0,100.0,34.0,91.0,37.0,3.0,5.0,60.0,0.0,0.0,,81.0,10.0,8.0,91.0,8.0,0.0,1.0,23.0,68.0,33.0,24.0,69.0,35.0,0.0,0.0,,0.0,4.0,13.0,51.0,25.0,3.0,5.0,60.0,7.0,12.0,57.0,16.0,55.0,28.0,1.0,5.0,20.0,6.0,8.0,75.0,56.0,13.0,30.0,69.0,4.0,26.0,"January 31, 2015","Las Vegas, Nevada, USA",Thiago Alves,31ee470ef5dc8d7f,,Young Gun,"6' 0""",170 lbs.,"73""",Orthodox,"Oct 10, 1989",31,12,0,Pitbull,"5' 9""",170 lbs.,"70""",Orthodox,"Oct 03, 1983",23,15,0
UFC 110: Nogueira vs Velasquez,49efbdc6c9f650c4,0ea087a71863184d,Krzysztof Soszynski,59583ff832fe9d68,Stephan Bonnar,c6a33ff198aaaeeb,light heavyweight,0,TKO - Doctor's Stoppage,3.0,64.0,3.0,John Sharp,0.0,48.0,123.0,39.0,57.0,134.0,43.0,0.0,1.0,0.0,0.0,74.0,37.0,104.0,36.0,4.0,8.0,50.0,7.0,11.0,64.0,37.0,99.0,37.0,11.0,24.0,46.0,0.0,0.0,,77.0,8.0,14.0,77.0,22.0,0.0,0.0,36.0,117.0,30.0,56.0,138.0,41.0,2.0,5.0,40.0,0.0,165.0,19.0,93.0,20.0,10.0,14.0,71.0,7.0,10.0,70.0,19.0,82.0,23.0,17.0,33.0,52.0,0.0,2.0,0.0,52.0,27.0,19.0,52.0,47.0,0.0,"February 20, 2010","Sydney, New South Wales, Australia",Krzysztof Soszynski,59583ff832fe9d68,,The Polish Experiment,"6' 1""",205 lbs.,"77""",Open Stance,"Aug 02, 1977",26,12,1,The American Psycho,"6' 4""",205 lbs.,"79""",Orthodox,"Apr 04, 1977",15,9,0
UFC 107: Penn vs Sanchez,821cd80aab70d5f9,f6d078e9fe7d17c8,BJ Penn,73c7cfa551289285,Diego Sanchez,82e7929bf6c2b689,lightweight,1,TKO - Doctor's Stoppage,5.0,157.0,5.0,Herb Dean,0.0,70.0,131.0,53.0,149.0,213.0,70.0,0.0,0.0,,0.0,90.0,66.0,127.0,52.0,2.0,2.0,100.0,2.0,2.0,100.0,34.0,74.0,46.0,27.0,38.0,71.0,9.0,19.0,47.0,94.0,2.0,2.0,48.0,38.0,12.0,0.0,8.0,108.0,7.0,8.0,108.0,7.0,0.0,27.0,0.0,0.0,381.0,7.0,100.0,7.0,1.0,8.0,12.0,0.0,0.0,,6.0,103.0,6.0,2.0,5.0,40.0,0.0,0.0,,87.0,12.0,0.0,75.0,25.0,0.0,"December 12, 2009","Memphis, Tennessee, USA",BJ Penn,73c7cfa551289285,,The Prodigy,"5' 9""",155 lbs.,"70""",Orthodox,"Dec 13, 1978",16,14,2,Nightmare,"5' 10""",170 lbs.,"72""",Southpaw,"Dec 31, 1981",31,13,0
UFC 197: Jones vs Saint Preux,3d481aa374c954a1,43b416cf0c75dbd7,Yair Rodriguez,cbf5e6f231b55443,Andre Fili,8fd808923cffff82,featherweight,0,KO/TKO,2.0,135.0,3.0,Dan Miragliotta,1.0,25.0,53.0,47.0,39.0,68.0,56.0,2.0,2.0,100.0,0.0,235.0,11.0,37.0,30.0,7.0,9.0,78.0,7.0,7.0,100.0,16.0,37.0,43.0,0.0,0.0,,9.0,16.0,56.0,44.0,28.0,28.0,64.0,0.0,36.0,0.0,11.0,31.0,35.0,20.0,40.0,50.0,1.0,2.0,50.0,0.0,8.0,6.0,24.0,25.0,4.0,5.0,80.0,1.0,2.0,50.0,9.0,27.0,33.0,0.0,0.0,,2.0,4.0,50.0,54.0,36.0,9.0,81.0,0.0,18.0,"April 23, 2016","Las Vegas, Nevada, USA",Yair Rodriguez,cbf5e6f231b55443,,El Pantera,"5' 11""",145 lbs.,"71""",Orthodox,"Oct 06, 1992",21,6,0,Touchy,"5' 11""",145 lbs.,"74""",Orthodox,"Jun 25, 1990",25,13,0
UFC 94: St-Pierre vs Penn 2,2a542ee8a8b83559,1cb28e867dd749b8,Jake O'Brien,20bcc9966affb19c,Christian Wellisch,f1b2a4365799c48b,light heavyweight,0,Decision - Split,3.0,300.0,3.0,Yves Lavigne,1.0,25.0,84.0,29.0,61.0,122.0,50.0,9.0,11.0,81.0,0.0,315.0,25.0,84.0,30.0,0.0,0.0,,0.0,0.0,,17.0,67.0,25.0,5.0,9.0,56.0,3.0,8.0,38.0,100.0,0.0,0.0,68.0,20.0,12.0,0.0,46.0,179.0,25.0,67.0,200.0,34.0,0.0,1.0,0.0,0.0,4.0,31.0,158.0,20.0,3.0,4.0,75.0,12.0,17.0,71.0,44.0,172.0,26.0,2.0,7.0,28.0,0.0,0.0,,67.0,6.0,26.0,95.0,4.0,0.0,"January 31, 2009","Las Vegas, Nevada, USA",Jake O'Brien,20bcc9966affb19c,,Irish,"6' 3""",205 lbs.,"76""",Orthodox,"Sep 25, 1984",15,4,0,The Hungarian Nightmare,"6' 2""",234 lbs.,"77""",Orthodox,"Sep 13, 1975",8,5,0
UFC Fight Night: Bisping vs Kennedy,f9f07bb5a43535ed,a7aac5f6b470ddaa,Mark Bocek,cf9d24e4bd0cf2ce,Mike de la Torre,1971869b7e054261,lightweight,0,Decision - Split,3.0,300.0,3.0,Yves Lavigne,0.0,70.0,171.0,40.0,108.0,209.0,52.0,3.0,13.0,23.0,0.0,376.0,45.0,136.0,33.0,17.0,25.0,68.0,8.0,10.0,80.0,31.0,121.0,26.0,39.0,50.0,78.0,0.0,0.0,,64.0,24.0,11.0,44.0,55.0,0.0,0.0,57.0,177.0,32.0,144.0,270.0,53.0,1.0,2.0,50.0,0.0,67.0,43.0,159.0,27.0,13.0,17.0,76.0,1.0,1.0,100.0,38.0,157.0,24.0,18.0,19.0,95.0,1.0,1.0,100.0,75.0,22.0,1.0,66.0,31.0,1.0,"April 16, 2014","Quebec City, Quebec, Canada",Mark Bocek,cf9d24e4bd0cf2ce,,,"5' 8""",155 lbs.,"75""",Orthodox,"Oct 24, 1981",12,5,0,El Cucuy,"5' 11""",145 lbs.,"71""",Orthodox,"Sep 22, 1986",14,7,0
UFC Fight Night: Moreno vs. Kavanagh,0cfbbfa0ba6d9855,44d58943ac8e47e1,Regina Tarin,9f5609dba6584ab2,Ernesta Kareckaite,e4faa79383c9f214,catch weight,0,Decision - Unanimous,3.0,300.0,3.0,Raul Porrata,0.0,114.0,239.0,47.0,125.0,250.0,50.0,1.0,3.0,33.0,0.0,62.0,76.0,185.0,41.0,34.0,48.0,71.0,4.0,6.0,67.0,91.0,209.0,44.0,23.0,30.0,77.0,0.0,0.0,,66.0,29.0,3.0,79.0,20.0,0.0,0.0,105.0,249.0,42.0,127.0,279.0,46.0,1.0,2.0,50.0,0.0,77.0,79.0,212.0,37.0,20.0,30.0,67.0,6.0,7.0,86.0,88.0,225.0,39.0,17.0,24.0,71.0,0.0,0.0,,75.0,19.0,5.0,83.0,16.0,0.0,"February 28, 2026","Mexico City, Distrito Federal, Mexico",Regina Tarin,9f5609dba6584ab2,,Kill Bill,"5' 7""",135 lbs.,"66""",Southpaw,"Oct 19, 2004",8,0,0,Heavy-Handed,"5' 9""",125 lbs.,"71""",Orthodox,"Jul 05, 1998",6,2,1
UFC Fight Night: Lineker vs. Dodson,a196332ee4aa8a82,8793208907eca67f,John Lineker,c268b2cfebccf652,John Dodson,99506df1af6c8b3b,bantamweight,0,Decision - Split,5.0,300.0,5.0,John McCarthy,0.0,93.0,322.0,28.0,94.0,323.0,28.0,0.0,0.0,,0.0,0.0,47.0,223.0,21.0,35.0,84.0,42.0,11.0,15.0,73.0,83.0,300.0,28.0,10.0,22.0,45.0,0.0,0.0,,50.0,37.0,11.0,89.0,10.0,0.0,0.0,101.0,191.0,52.0,101.0,191.0,53.0,0.0,6.0,0.0,0.0,23.0,56.0,140.0,40.0,26.0,30.0,87.0,19.0,21.0,90.0,98.0,186.0,53.0,3.0,5.0,60.0,0.0,0.0,,55.0,25.0,18.0,97.0,2.0,0.0,"October 01, 2016","Portland, Oregon, USA",John Lineker,c268b2cfebccf652,,Hands of Stone,"5' 3""",135 lbs.,"67""",Orthodox,"Jun 12, 1990",31,9,0,The Magician,"5' 3""",135 lbs.,"66""",Orthodox,"Sep 26, 1984",22,12,0
UFC 195: Lawler vs Condit,380e8b023290d091,b46b27222e62aec1,Joe Soto,a4e85a58fbce64b2,Michinori Tanaka,64788ee44b062ded,bantamweight,0,Decision - Split,3.0,300.0,3.0,Mario Yamasaki,0.0,71.0,111.0,63.0,98.0,138.0,71.0,1.0,3.0,33.0,4.0,14.0,54.0,88.0,61.0,4.0,6.0,67.0,13.0,17.0,76.0,67.0,106.0,63.0,0.0,1.0,0.0,4.0,4.0,100.0,76.0,5.0,18.0,94.0,0.0,5.0,0.0,57.0,190.0,30.0,68.0,202.0,34.0,3.0,6.0,50.0,0.0,306.0,46.0,178.0,26.0,6.0,7.0,86.0,5.0,5.0,100.0,47.0,174.0,27.0,0.0,2.0,0.0,10.0,14.0,71.0,80.0,10.0,8.0,82.0,0.0,17.0,"January 02, 2016","Las Vegas, Nevada, USA",Michinori Tanaka,64788ee44b062ded,,One Bad Mofo,"5' 6""",135 lbs.,"65""",Orthodox,"Mar 22, 1987",18,7,0,,"5' 5""",135 lbs.,"67""",Orthodox,"Oct 04, 1990",11,3,0
UFC 149: Faber vs Barao,abbc4fc02e0d84b3,c330107229012260,Brian Ebersole,32ba186f4b0e3267,James Head,19a8cce18a1cef9e,welterweight,0,Decision - Split,3.0,300.0,3.0,Mario Yamasaki,0.0,35.0,88.0,39.0,51.0,104.0,49.0,1.0,15.0,6.0,0.0,174.0,13.0,53.0,25.0,9.0,15.0,60.0,13.0,20.0,65.0,32.0,77.0,42.0,1.0,4.0,25.0,2.0,7.0,28.0,37.0,25.0,37.0,91.0,2.0,5.0,0.0,37.0,83.0,44.0,62.0,108.0,56.0,1.0,1.0,100.0,1.0,196.0,22.0,64.0,34.0,13.0,16.0,81.0,2.0,3.0,67.0,19.0,61.0,31.0,17.0,21.0,81.0,1.0,1.0,100.0,59.0,35.0,5.0,51.0,45.0,2.0,"July 21, 2012","Calgary, Alberta, Canada",James Head,19a8cce18a1cef9e,,Bad Boy,"6' 0""",170 lbs.,"73""",Southpaw,"Nov 27, 1980",51,18,1,,"6' 1""",170 lbs.,"73""",Orthodox,"Feb 09, 1984",9,4,0
UFC 76: Knockout,bad28b7b34f334de,51696044aafb2037,Christian Wellisch,f1b2a4365799c48b,Scott Junk,ac70a4f1db1b8c40,heavyweight,0,Submission,1.0,199.0,3.0,Steve Mazzagatti,0.0,6.0,11.0,54.0,7.0,12.0,57.0,1.0,1.0,100.0,2.0,48.0,0.0,3.0,0.0,4.0,6.0,67.0,2.0,2.0,100.0,0.0,1.0,0.0,6.0,10.0,60.0,0.0,0.0,,0.0,66.0,33.0,0.0,100.0,0.0,0.0,17.0,28.0,60.0,30.0,42.0,71.0,0.0,0.0,,0.0,75.0,8.0,16.0,50.0,3.0,6.0,50.0,6.0,6.0,100.0,5.0,10.0,50.0,12.0,18.0,67.0,0.0,0.0,,47.0,17.0,35.0,29.0,70.0,0.0,"September 22, 2007","Anaheim, California, USA",Christian Wellisch,f1b2a4365799c48b,,The Hungarian Nightmare,"6' 2""",234 lbs.,"77""",Orthodox,"Sep 13, 1975",8,5,0,,"6' 1""",265 lbs.,,Orthodox,"Dec 17, 1978",8,3,1
The Ultimate Fighter: Team Rousey vs. Team Tate Finale,9a967e8e43dcef63,2b5058614b56a898,Jared Rosholt,91ea901c458e95dd,Walt Harris,03f982ca3735070c,heavyweight,0,Decision - Unanimous,3.0,300.0,3.0,Chris Tognoni,0.0,33.0,105.0,31.0,73.0,150.0,49.0,1.0,2.0,50.0,0.0,227.0,23.0,89.0,26.0,7.0,12.0,57.0,3.0,4.0,75.0,25.0,88.0,28.0,0.0,1.0,0.0,8.0,16.0,50.0,69.0,21.0,9.0,75.0,0.0,24.0,2.0,18.0,71.0,25.0,19.0,72.0,26.0,0.0,1.0,0.0,0.0,4.0,8.0,53.0,15.0,10.0,18.0,56.0,0.0,0.0,,18.0,71.0,25.0,0.0,0.0,,0.0,0.0,,44.0,55.0,0.0,100.0,0.0,0.0,"November 30, 2013","Las Vegas, Nevada, USA",Jared Rosholt,91ea901c458e95dd,,,"6' 2""",265 lbs.,"75""",Orthodox,"Aug 04, 1986",14,4,0,The Big Ticket,"6' 5""",250 lbs.,"77""",Southpaw,"Jun 10, 1983",13,10,0
UFC 218: Holloway vs. Aldo 2,9e30f69cc0869301,21f7fc538ea646e8,Max Holloway,150ff4cc642270b9,Jose Aldo,d0f3959b4a9747e6,featherweight,1,KO/TKO,3.0,291.0,5.0,Herb Dean,0.0,174.0,397.0,43.0,181.0,406.0,45.0,0.0,0.0,,0.0,46.0,135.0,349.0,39.0,36.0,45.0,80.0,3.0,3.0,100.0,144.0,356.0,40.0,16.0,18.0,89.0,14.0,23.0,61.0,77.0,20.0,1.0,82.0,9.0,8.0,0.0,87.0,163.0,53.0,89.0,165.0,54.0,0.0,1.0,0.0,0.0,2.0,65.0,133.0,49.0,13.0,21.0,62.0,9.0,9.0,100.0,84.0,159.0,53.0,3.0,4.0,75.0,0.0,0.0,,74.0,14.0,10.0,96.0,3.0,0.0,"December 02, 2017","Detroit, Michigan, USA",Max Holloway,150ff4cc642270b9,,Blessed,"5' 11""",155 lbs.,"69""",Orthodox,"Dec 04, 1991",27,9,0,,"5' 7""",135 lbs.,"70""",Orthodox,"Sep 09, 1986",32,10,0
UFC 180: Werdum vs Hunt,59851163aaf1aed8,12eec1df1fd078a2,Jake Ellenberger,d81ac739417d7f53,Kelvin Gastelum,8c0580d4fff106c1,welterweight,0,Submission,1.0,286.0,3.0,John McCarthy,0.0,10.0,24.0,41.0,12.0,27.0,44.0,1.0,1.0,100.0,0.0,3.0,7.0,20.0,35.0,3.0,4.0,75.0,0.0,0.0,,8.0,21.0,38.0,2.0,3.0,67.0,0.0,0.0,,70.0,30.0,0.0,80.0,20.0,0.0,0.0,16.0,36.0,44.0,29.0,49.0,59.0,1.0,2.0,50.0,1.0,116.0,13.0,32.0,41.0,2.0,2.0,100.0,1.0,2.0,50.0,10.0,26.0,38.0,1.0,2.0,50.0,5.0,8.0,62.0,81.0,12.0,6.0,62.0,6.0,31.0,"November 15, 2014","Mexico City, Distrito Federal, Mexico",Kelvin Gastelum,8c0580d4fff106c1,,The Juggernaut,"5' 9""",170 lbs.,"71""",Orthodox,"Mar 28, 1985",31,15,0,,"5' 9""",185 lbs.,"71""",Southpaw,"Oct 24, 1991",21,11,0
UFC Fight Night: Dern vs. Hill,6f812143641ceff8,12683e06369d1a83,Diego Ferreira,f53d4f21d1b5f2dc,Michael Johnson,511e82663651438d,lightweight,0,KO/TKO,2.0,110.0,3.0,Herb Dean,1.0,30.0,71.0,42.0,30.0,71.0,42.0,0.0,2.0,0.0,0.0,1.0,17.0,46.0,37.0,10.0,21.0,48.0,3.0,4.0,75.0,29.0,70.0,41.0,0.0,0.0,,1.0,1.0,100.0,56.0,33.0,10.0,96.0,0.0,3.0,0.0,32.0,58.0,55.0,32.0,58.0,55.0,0.0,0.0,,0.0,0.0,13.0,34.0,38.0,17.0,20.0,85.0,2.0,4.0,50.0,32.0,58.0,55.0,0.0,0.0,,0.0,0.0,,40.0,53.0,6.0,100.0,0.0,0.0,"May 20, 2023","Las Vegas, Nevada, USA",Diego Ferreira,f53d4f21d1b5f2dc,,,"5' 9""",155 lbs.,"74""",Orthodox,"Jan 18, 1985",19,7,0,The Menace,"5' 10""",155 lbs.,"73""",Southpaw,"Jun 04, 1986",25,20,0
UFC Fight Night: Teixeira vs Bader,b23fca14c7b79935,95d86cec2a7124b3,Yuri Villefort,0fb1e2694a39a02f,Sean Spencer,ab850a77a0fa487d,welterweight,0,Decision - Split,3.0,300.0,3.0,Neil Hall,0.0,69.0,171.0,40.0,70.0,173.0,40.0,1.0,7.0,14.0,0.0,37.0,32.0,122.0,26.0,12.0,24.0,50.0,25.0,25.0,100.0,66.0,165.0,40.0,3.0,6.0,50.0,0.0,0.0,,46.0,17.0,36.0,95.0,4.0,0.0,0.0,99.0,281.0,35.0,100.0,282.0,35.0,0.0,0.0,,0.0,0.0,89.0,266.0,33.0,7.0,12.0,57.0,3.0,3.0,100.0,90.0,268.0,34.0,8.0,12.0,67.0,1.0,1.0,100.0,89.0,7.0,3.0,90.0,8.0,1.0,"September 04, 2013","Belo Horizonte, Minas Gerais, Brazil",Sean Spencer,ab850a77a0fa487d,,,"6' 0""",170 lbs.,"73""",Orthodox,"Mar 23, 1991",10,5,0,Black Magic,"5' 10""",170 lbs.,"74""",Orthodox,"Jun 25, 1987",12,6,0
UFC 163: Aldo vs Jung,ebc5af72ad5a28cb,4f8b6eecb0361290,Viscardi Andrade,d221ee27afc7a60e,Bristol Marunde,a17322f99ddfd8e9,welterweight,0,KO/TKO,1.0,96.0,3.0,Mario Yamasaki,1.0,12.0,18.0,66.0,12.0,18.0,67.0,0.0,0.0,,0.0,19.0,9.0,15.0,60.0,1.0,1.0,100.0,2.0,2.0,100.0,8.0,11.0,73.0,0.0,0.0,,4.0,7.0,56.0,75.0,8.0,16.0,66.0,0.0,33.0,0.0,0.0,17.0,0.0,0.0,17.0,0.0,0.0,0.0,,0.0,0.0,0.0,17.0,0.0,0.0,0.0,,0.0,0.0,,0.0,17.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,"August 03, 2013","Rio de Janeiro, Brazil",Viscardi Andrade,d221ee27afc7a60e,,,"5' 11""",170 lbs.,"75""",Orthodox,"Mar 08, 1984",19,6,0,,"6' 1""",170 lbs.,"75""",Orthodox,"Apr 20, 1982",16,10,0
UFC 241: Cormier vs. Miocic 2,70167689d6a01793,6921344f8e706d0f,Daniel Cormier,d967f0128c323de6,Stipe Miocic,d28dee5c705991df,heavyweight,1,KO/TKO,4.0,249.0,5.0,Herb Dean,0.0,181.0,263.0,68.0,230.0,317.0,73.0,1.0,3.0,33.0,0.0,182.0,162.0,243.0,67.0,9.0,9.0,100.0,10.0,11.0,91.0,139.0,209.0,67.0,21.0,27.0,78.0,21.0,27.0,78.0,89.0,4.0,5.0,76.0,11.0,11.0,1.0,123.0,229.0,53.0,135.0,244.0,55.0,1.0,3.0,33.0,0.0,90.0,86.0,188.0,46.0,27.0,30.0,90.0,10.0,11.0,91.0,102.0,195.0,52.0,19.0,28.0,68.0,2.0,6.0,33.0,69.0,21.0,8.0,82.0,15.0,1.0,"August 17, 2019","Anaheim, California, USA",Stipe Miocic,d28dee5c705991df,,DC,"5' 11""",235 lbs.,"72""",Orthodox,"Mar 20, 1979",22,3,0,,"6' 4""",240 lbs.,"80""",Orthodox,"Aug 19, 1982",20,5,0
UFC on FOX: Machida vs Rockhold,bc7cf284c1c2f16e,5965800d88e0677c,Lyoto Machida,f7a7f7118d4b01b6,Luke Rockhold,00e11b5c8b7bfeeb,middleweight,0,Submission,2.0,151.0,5.0,Keith Peterson,0.0,13.0,27.0,48.0,19.0,33.0,57.0,0.0,0.0,,0.0,85.0,7.0,20.0,35.0,0.0,1.0,0.0,6.0,6.0,100.0,12.0,25.0,48.0,0.0,0.0,,1.0,2.0,50.0,53.0,0.0,46.0,92.0,0.0,7.0,0.0,23.0,44.0,52.0,39.0,63.0,62.0,1.0,1.0,100.0,2.0,191.0,14.0,34.0,41.0,4.0,4.0,100.0,5.0,6.0,83.0,11.0,23.0,48.0,1.0,1.0,100.0,11.0,20.0,55.0,60.0,17.0,21.0,47.0,4.0,47.0,"April 18, 2015","Newark, New Jersey, USA",Luke Rockhold,00e11b5c8b7bfeeb,,The Dragon,"6' 1""",185 lbs.,"74""",Southpaw,"May 30, 1978",24,8,0,,"6' 3""",185 lbs.,"77""",Southpaw,"Oct 17, 1984",16,6,0
UFC on FUEL TV: Nogueira vs. Werdum,7865707fd684d77b,d03618c86d395b43,Godofredo Pepey,fa37628269132d1a,Felipe Arantes,71002dbc1743b9a7,featherweight,0,KO/TKO,1.0,212.0,3.0,Dan Miragliotta,0.0,4.0,13.0,30.0,24.0,33.0,73.0,1.0,2.0,50.0,0.0,61.0,4.0,13.0,31.0,0.0,0.0,,0.0,0.0,,1.0,3.0,33.0,0.0,0.0,,3.0,10.0,30.0,100.0,0.0,0.0,25.0,0.0,75.0,0.0,27.0,35.0,77.0,35.0,45.0,78.0,0.0,0.0,,0.0,131.0,26.0,34.0,76.0,1.0,1.0,100.0,0.0,0.0,,1.0,1.0,100.0,0.0,0.0,,26.0,34.0,76.0,96.0,3.0,0.0,3.0,0.0,96.0,"June 08, 2013","Fortaleza, Ceara, Brazil",Felipe Arantes,71002dbc1743b9a7,,,"5' 7""",145 lbs.,"73""",Orthodox,"Jul 02, 1987",13,6,0,Sertanejo,"5' 8""",135 lbs.,"73""",Orthodox,"Feb 09, 1988",18,10,1
UFC 110: Nogueira vs Velasquez,49efbdc6c9f650c4,aefca2869c87eb11,Ryan Bader,c0ab242c40decc55,Keith Jardine,b9d0fd83bb8a147a,light heavyweight,0,KO/TKO,3.0,130.0,3.0,Josh Rosenthal,1.0,29.0,62.0,46.0,55.0,89.0,62.0,3.0,9.0,33.0,0.0,276.0,17.0,48.0,35.0,5.0,7.0,71.0,7.0,7.0,100.0,14.0,43.0,33.0,10.0,12.0,83.0,5.0,7.0,71.0,58.0,17.0,24.0,48.0,34.0,17.0,0.0,15.0,74.0,20.0,18.0,77.0,23.0,0.0,0.0,,0.0,0.0,9.0,64.0,14.0,2.0,2.0,100.0,4.0,8.0,50.0,13.0,71.0,18.0,2.0,3.0,67.0,0.0,0.0,,60.0,13.0,26.0,86.0,13.0,0.0,"February 20, 2010","Sydney, New South Wales, Australia",Ryan Bader,c0ab242c40decc55,,Darth,"6' 2""",205 lbs.,"74""",Orthodox,"Jun 07, 1983",23,5,0,The Dean of Mean,"6' 2""",185 lbs.,"76""",Orthodox,"Oct 31, 1975",17,11,2
UFC 324: Gaethje vs. Pimblett,00e11b5c8b7bfeeb,d93ee3860196c4ae,Waldo Cortes Acosta,fc08099550072fe4,Derrick Lewis,d3df1add9d9a7efb,heavyweight,0,KO/TKO,2.0,194.0,3.0,Jason Herzog,1.0,44.0,62.0,70.0,46.0,64.0,72.0,1.0,1.0,100.0,0.0,28.0,35.0,53.0,66.0,5.0,5.0,100.0,4.0,4.0,100.0,27.0,45.0,60.0,1.0,1.0,100.0,16.0,16.0,100.0,79.0,11.0,9.0,61.0,2.0,36.0,0.0,8.0,43.0,18.0,8.0,43.0,19.0,0.0,0.0,,0.0,0.0,6.0,37.0,16.0,2.0,5.0,40.0,0.0,1.0,0.0,8.0,43.0,19.0,0.0,0.0,,0.0,0.0,,75.0,25.0,0.0,100.0,0.0,0.0,"January 24, 2026","Las Vegas, Nevada, USA",Waldo Cortes Acosta,fc08099550072fe4,,Salsa Boy,"6' 4""",260 lbs.,"78""",Orthodox,"Oct 03, 1991",17,3,0,The Black Beast,"6' 3""",260 lbs.,"79""",Orthodox,"Feb 07, 1985",29,13,0
UFC on FUEL TV: Mousasi vs Latifi,6291ac0a3726732f,438f5404c43303b8,Michael Kuiper,b7f38813485745da,Tom Lawlor,4d44f37107f01b9b,middleweight,0,Submission,2.0,65.0,3.0,Marko Gyllenland,0.0,14.0,29.0,48.0,23.0,40.0,56.0,3.0,3.0,100.0,0.0,131.0,11.0,21.0,52.0,3.0,6.0,50.0,0.0,2.0,0.0,1.0,8.0,12.0,4.0,6.0,67.0,9.0,15.0,60.0,78.0,21.0,0.0,7.0,28.0,64.0,0.0,7.0,13.0,53.0,10.0,16.0,62.0,0.0,7.0,0.0,1.0,169.0,4.0,10.0,40.0,3.0,3.0,100.0,0.0,0.0,,2.0,8.0,25.0,5.0,5.0,100.0,0.0,0.0,,57.0,42.0,0.0,28.0,71.0,0.0,"April 06, 2013","Stockholm, Sweden",Tom Lawlor,4d44f37107f01b9b,,,"6' 0""",185 lbs.,"73""",Orthodox,"Jun 07, 1989",15,5,0,Filthy,"6' 0""",205 lbs.,"74""",Southpaw,"May 15, 1983",10,6,0
UFC 183: Silva vs Diaz,43563a32c3f10e95,5b0ebb843af7465e,Richardson Moreira,9147679e1a4ad4a3,Ildemar Alcantara,7c6e87729e824ef4,middleweight,0,Decision - Split,3.0,300.0,3.0,Marc Goddard,0.0,15.0,59.0,25.0,31.0,76.0,41.0,0.0,6.0,0.0,0.0,158.0,12.0,52.0,23.0,1.0,5.0,20.0,2.0,2.0,100.0,12.0,49.0,24.0,3.0,4.0,75.0,0.0,6.0,0.0,80.0,6.0,13.0,80.0,20.0,0.0,0.0,21.0,75.0,28.0,31.0,86.0,36.0,0.0,1.0,0.0,0.0,61.0,12.0,61.0,20.0,5.0,10.0,50.0,4.0,4.0,100.0,19.0,70.0,27.0,2.0,4.0,50.0,0.0,1.0,0.0,57.0,23.0,19.0,90.0,9.0,0.0,"January 31, 2015","Las Vegas, Nevada, USA",Ildemar Alcantara,7c6e87729e824ef4,,Rick Monstro,"6' 2""",185 lbs.,,Orthodox,"Mar 31, 1984",7,4,0,Marajo,"6' 2""",185 lbs.,"78""",Orthodox,"Nov 18, 1982",21,11,0
